交易日期,股票数量,买入股票代码,买入股票名称,下周期净值
2012-08-31,20,sh600436 sh600559 sh600583 sh600597 sh600600 sh600660 sh600993 sh601666 sz000024 sz000069 sz000629 sz000661 sz000799 sz000858 sz000895 sz000919 sz002146 sz002344 sz002353 sz002570 ,片仔癀 老白干酒 海油工程 光明乳业 青岛啤酒 福耀玻璃 马应龙 平煤股份 招商地产 华侨城Ａ 攀钢钒钛 长春高新 酒鬼酒 五粮液 双汇发展 金陵药业 荣盛发展 海宁皮城 杰瑞股份 贝因美 ,1.054708194391732
2012-10-31,20,sh600196 sh600559 sh600597 sh600600 sh600660 sh600993 sh601666 sh601888 sz000024 sz000069 sz000629 sz000661 sz000799 sz000848 sz000895 sz000999 sz002223 sz002344 sz002450 sz002570 ,复星医药 老白干酒 光明乳业 青岛啤酒 福耀玻璃 马应龙 平煤股份 中国国旅 招商地产 华侨城Ａ 攀钢钒钛 长春高新 酒鬼酒 承德露露 双汇发展 华润三九 鱼跃医疗 海宁皮城 康得新 贝因美 ,1.1687134441702862
2013-04-26,20,sh600060 sh600085 sh600176 sh600352 sh600600 sh600729 sh601666 sh601888 sz000069 sz000800 sz000848 sz000858 sz000895 sz000999 sz002065 sz002152 sz002236 sz002310 sz002344 sz002353 ,海信电器 同仁堂 中国玻纤 浙江龙盛 青岛啤酒 重庆百货 平煤股份 中国国旅 华侨城Ａ 一汽轿车 承德露露 五粮液 双汇发展 华润三九 东华软件 广电运通 大华股份 东方园林 海宁皮城 杰瑞股份 ,1.0426057725890971
2013-08-30,20,sh600085 sh600261 sh600280 sh600315 sh600352 sh600535 sh600729 sh600886 sh600887 sh601633 sh601888 sz000550 sz000786 sz000800 sz000895 sz002236 sz002304 sz002310 sz002344 sz300228 ,同仁堂 阳光照明 南京中商 上海家化 浙江龙盛 天士力 重庆百货 国投电力 伊利股份 长城汽车 中国国旅 江铃汽车 北新建材 一汽轿车 双汇发展 大华股份 洋河股份 东方园林 海宁皮城 富瑞特装 ,1.0112463509143668
2013-10-31,20,sh600261 sh600535 sh600703 sh600729 sh600867 sh600886 sh601006 sh601633 sh601888 sh601933 sz000069 sz000669 sz000786 sz000895 sz000999 sz002236 sz002271 sz002325 sz002344 sz300228 ,阳光照明 天士力 三安光电 重庆百货 通化东宝 国投电力 大秦铁路 长城汽车 中国国旅 永辉超市 华侨城Ａ 金鸿能源 北新建材 双汇发展 华润三九 大华股份 东方雨虹 洪涛股份 海宁皮城 富瑞特装 ,0.8953342819892255
2014-04-30,20,sh600050 sh600352 sh600535 sh600582 sh600886 sh600894 sh601866 sh601933 sz000069 sz000423 sz000566 sz000848 sz000895 sz000963 sz002038 sz002292 sz002353 sz002415 sz002450 sz300257 ,中国联通 浙江龙盛 天士力 天地科技 国投电力 广日股份 中海集运 永辉超市 华侨城Ａ 东阿阿胶 海南海药 承德露露 双汇发展 华东医药 双鹭药业 奥飞动漫 杰瑞股份 海康威视 康得新 开山股份 ,1.135653691276678
2014-08-29,20,sh600352 sh600535 sh600557 sh600570 sh601699 sh603766 sz000063 sz000566 sz000848 sz000858 sz000895 sz000963 sz002038 sz002292 sz002353 sz002450 sz002501 sz002626 sz300059 sz300228 ,浙江龙盛 天士力 康缘药业 恒生电子 潞安环能 隆鑫通用 中兴通讯 海南海药 承德露露 五粮液 双汇发展 华东医药 双鹭药业 奥飞动漫 杰瑞股份 康得新 利源精制 金达威 东方财富 富瑞特装 ,1.0708929226629313
2014-10-31,20,sh600062 sh600315 sh600535 sh600570 sh600583 sh600804 sh600886 sh600887 sh601098 sh601866 sh601919 sz000063 sz000333 sz000566 sz000848 sz000858 sz002038 sz002292 sz002701 sz300059 ,华润双鹤 上海家化 天士力 恒生电子 海油工程 鹏博士 国投电力 伊利股份 中南传媒 中海集运 中国远洋 中兴通讯 美的集团 海南海药 承德露露 五粮液 双鹭药业 奥飞动漫 奥瑞金 东方财富 ,2.169163654411498
2015-04-30,20,sh600085 sh600276 sh600373 sh600398 sh600429 sh600535 sh600570 sh600703 sh600885 sh600887 sh601866 sh603288 sz000566 sz000568 sz000826 sz000963 sz002185 sz002292 sz300273 sz300274 ,同仁堂 恒瑞医药 中文传媒 XD海澜之 三元股份 天士力 恒生电子 三安光电 宏发股份 伊利股份 中海集运 海天味业 海南海药 泸州老窖 桑德环境 华东医药 华天科技 奥飞动漫 和佳股份 阳光电源 ,0.8540461461241377
2015-08-31,20,sh600029 sh600085 sh600115 sh600373 sh600398 sh600559 sh600570 sh600703 sh600887 sz000555 sz000568 sz000661 sz000826 sz002202 sz002250 sz002714 sz300016 sz300033 sz300059 sz300273 ,南方航空 同仁堂 东方航空 中文传媒 海澜之家 老白干酒 恒生电子 三安光电 伊利股份 神州信息 泸州老窖 长春高新 桑德环境 金风科技 联化科技 牧原股份 北陆药业 同花顺 东方财富 和佳股份 ,1.2400298223652118
2015-10-30,20,sh600029 sh600115 sh600276 sh600335 sh600373 sh600559 sh600570 sh600703 sh600887 sz000423 sz000555 sz000568 sz000661 sz000826 sz000963 sz002271 sz002292 sz002714 sz300059 sz300156 ,南方航空 东方航空 恒瑞医药 国机汽车 中文传媒 老白干酒 恒生电子 三安光电 伊利股份 东阿阿胶 神州信息 泸州老窖 长春高新 桑德环境 华东医药 东方雨虹 奥飞动漫 牧原股份 东方财富 神雾环保 ,0.9213352146195346
2016-04-29,20,sh600201 sh600373 sh600398 sh600519 sh600521 sh600547 sh600867 sh600887 sh601088 sh601928 sh601933 sz002124 sz002299 sz002458 sz002466 sz002517 sz002714 sz300003 sz300113 sz300136 ,生物股份 中文传媒 海澜之家 贵州茅台 华海药业 山东黄金 通化东宝 伊利股份 中国神华 凤凰传媒 永辉超市 天邦股份 圣农发展 益生股份 天齐锂业 恺英网络 牧原股份 乐普医疗 顺网科技 信维通信 ,1.1031485434757209
2016-08-31,20,sh600138 sh600201 sh600373 sh600489 sh600519 sh600547 sh600694 sh600867 sh600887 sh601928 sz000568 sz000848 sz002001 sz002124 sz002152 sz002299 sz002444 sz002701 sz300003 sz300136 ,中青旅 生物股份 中文传媒 中金黄金 贵州茅台 山东黄金 大商股份 通化东宝 伊利股份 凤凰传媒 泸州老窖 承德露露 新和成 天邦股份 广电运通 圣农发展 巨星科技 奥瑞金 乐普医疗 信维通信 ,1.0208628831415747
2016-10-31,20,sh600094 sh600138 sh600201 sh600373 sh600436 sh600519 sh600521 sh600522 sh600547 sh600867 sh601899 sz000568 sz000848 sz002044 sz002048 sz002152 sz300003 sz300100 sz300145 sz300202 ,大名城 中青旅 生物股份 中文传媒 片仔癀 贵州茅台 华海药业 中天科技 山东黄金 通化东宝 紫金矿业 泸州老窖 承德露露 美年健康 宁波华翔 广电运通 乐普医疗 双林股份 中金环境 聚龙股份 ,0.9699031006000636
2017-04-28,20,sh600104 sh600105 sh600160 sh600500 sh600690 sh600703 sh600867 sh600872 sh600887 sh601006 sh601899 sz000060 sz000513 sz000568 sz000725 sz000858 sz000983 sz002044 sz002138 sz002250 ,上汽集团 永鼎股份 巨化股份 中化国际 青岛海尔 三安光电 通化东宝 中炬高新 伊利股份 大秦铁路 紫金矿业 中金岭南 丽珠集团 泸州老窖 京东方Ａ 五粮液 西山煤电 美年健康 顺络电子 联化科技 ,1.1183140345201583
2017-08-31,20,sh600085 sh600160 sh600298 sh600309 sh600703 sh601006 sh601899 sz000060 sz000063 sz000725 sz000858 sz000983 sz002008 sz002027 sz002051 sz002294 sz002310 sz002517 sz300003 sz300144 ,同仁堂 巨化股份 安琪酵母 万华化学 三安光电 大秦铁路 紫金矿业 中金岭南 中兴通讯 京东方Ａ 五粮液 西山煤电 大族激光 分众传媒 中工国际 信立泰 东方园林 恺英网络 乐普医疗 宋城演艺 ,1.131379249487407
2017-10-31,20,sh600031 sh600298 sh600309 sh600570 sh601006 sh601012 sh601899 sz000060 sz000063 sz000725 sz000983 sz002008 sz002027 sz002044 sz002051 sz002236 sz002450 sz002517 sz300003 sz300144 ,三一重工 安琪酵母 万华化学 恒生电子 大秦铁路 隆基股份 紫金矿业 中金岭南 中兴通讯 京东方Ａ 西山煤电 大族激光 分众传媒 美年健康 中工国际 大华股份 康得新 恺英网络 乐普医疗 宋城演艺 ,0.9911014489897946
2018-04-27,20,sh600340 sh600426 sh600436 sh600486 sh600570 sh600585 sh600633 sh600797 sh600887 sh601006 sh601919 sz000060 sz000418 sz000661 sz000786 sz002001 sz002460 sz300003 sz300136 sz300357 ,华夏幸福 华鲁恒升 片仔癀 扬农化工 恒生电子 海螺水泥 浙数文化 浙大网新 伊利股份 大秦铁路 中远海控 中金岭南 小天鹅Ａ 长春高新 北新建材 新和成 赣锋锂业 乐普医疗 信维通信 我武生物 ,0.917649034361766
2018-08-31,20,sh600426 sh600566 sh600570 sh600585 sh600771 sh601633 sh601888 sz000651 sz000661 sz000786 sz000895 sz000963 sz002001 sz002027 sz002271 sz002507 sz300003 sz300144 sz300357 sz300413 ,华鲁恒升 济川药业 恒生电子 海螺水泥 广誉远 长城汽车 中国国旅 格力电器 长春高新 北新建材 双汇发展 华东医药 新和成 分众传媒 东方雨虹 涪陵榨菜 乐普医疗 宋城演艺 我武生物 芒果超媒 ,0.8628884004971067
2018-10-31,20,sh600188 sh600352 sh600426 sh600519 sh600566 sh600585 sh600690 sh600797 sh601888 sz000651 sz000661 sz000778 sz000895 sz000963 sz000999 sz002507 sz002614 sz300003 sz300144 sz300413 ,兖州煤业 浙江龙盛 华鲁恒升 贵州茅台 济川药业 海螺水泥 青岛海尔 浙大网新 中国国旅 格力电器 长春高新 新兴铸管 双汇发展 华东医药 华润三九 涪陵榨菜 奥佳华 乐普医疗 宋城演艺 芒果超媒 ,1.3063014009108938
2019-04-30,20,sh600031 sh600298 sh600352 sh600498 sh600867 sh601098 sh601888 sh603160 sh603517 sh603986 sz000063 sz000661 sz000951 sz000963 sz002299 sz002368 sz002507 sz002701 sz300003 sz300413 ,三一重工 安琪酵母 浙江龙盛 烽火通信 通化东宝 中南传媒 中国国旅 汇顶科技 绝味食品 兆易创新 中兴通讯 长春高新 中国重汽 华东医药 圣农发展 太极股份 涪陵榨菜 奥瑞金 乐普医疗 芒果超媒 ,1.0997778526124782
2019-08-30,20,sh600031 sh600079 sh600196 sh600398 sh600570 sh600867 sh601888 sh603160 sh603599 sh603986 sz000063 sz000661 sz000963 sz000999 sz002179 sz002250 sz002299 sz002444 sz002507 sz300003 ,三一重工 人福医药 复星医药 海澜之家 恒生电子 通化东宝 中国国旅 汇顶科技 广信股份 兆易创新 中兴通讯 长春高新 华东医药 华润三九 中航光电 联化科技 圣农发展 巨星科技 涪陵榨菜 乐普医疗 ,1.023253496873716
2019-10-31,20,sh600079 sh600183 sh600196 sh600867 sh601888 sh603160 sh603501 sh603986 sz000063 sz000661 sz000963 sz000999 sz002179 sz002250 sz002299 sz002600 sz002624 sz002714 sz300003 sz300661 ,人福医药 生益科技 复星医药 通化东宝 中国国旅 汇顶科技 韦尔股份 兆易创新 中兴通讯 长春高新 华东医药 华润三九 中航光电 联化科技 圣农发展 领益智造 完美世界 牧原股份 乐普医疗 圣邦股份 ,1.2502688164032805
2020-04-30,20,sh600298 sh600340 sh600585 sh600745 sh600872 sh601016 sh601100 sh601933 sh603444 sh603708 sz000703 sz000708 sz002078 sz002414 sz002705 sz002714 sz002821 sz300144 sz300496 sz300628 ,安琪酵母 华夏幸福 海螺水泥 闻泰科技 中炬高新 节能风电 恒立液压 永辉超市 吉比特 家家悦 恒逸石化 中信特钢 太阳纸业 高德红外 新宝股份 牧原股份 凯莱英 宋城演艺 中科创达 亿联网络 ,1.3591698635278324
2020-08-31,20,sh600132 sh600298 sh600612 sh600745 sh600872 sh601100 sh603444 sh603707 sz000708 sz000938 sz000963 sz002078 sz002624 sz002626 sz002705 sz002714 sz300433 sz300496 sz300595 sz300724 ,重庆啤酒 安琪酵母 老凤祥 闻泰科技 中炬高新 恒立液压 吉比特 健友股份 中信特钢 紫光股份 华东医药 太阳纸业 完美世界 金达威 新宝股份 牧原股份 蓝思科技 中科创达 欧普康视 捷佳伟创 ,0.9044458696566438
2020-10-30,20,sh600132 sh600298 sh600521 sh600660 sh600809 sh601100 sh601636 sh601877 sz000963 sz002027 sz002626 sz002705 sz002791 sz300122 sz300144 sz300395 sz300496 sz300595 sz300699 sz300724 ,重庆啤酒 安琪酵母 华海药业 福耀玻璃 山西汾酒 恒立液压 旗滨集团 正泰电器 华东医药 分众传媒 金达威 新宝股份 坚朗五金 智飞生物 宋城演艺 菲利华 中科创达 欧普康视 光威复材 捷佳伟创 ,1.2876691190315586
2021-04-30,20,sh600028 sh600079 sh600132 sh600176 sh600426 sh600660 sh600885 sh600988 sh601633 sh601636 sh603195 sh603993 sz000786 sz002027 sz002044 sz002812 sz300012 sz300357 sz300395 sz300595 ,中国石化 人福医药 重庆啤酒 中国巨石 华鲁恒升 福耀玻璃 宏发股份 赤峰黄金 长城汽车 旗滨集团 公牛集团 洛阳钼业 北新建材 分众传媒 美年健康 恩捷股份 华测检测 我武生物 菲利华 欧普康视 ,1.092996372153142
2021-08-31,20,sh600079 sh600132 sh600176 sh600309 sh600409 sh600426 sh600884 sh600988 sh601636 sh603659 sz000100 sz002027 sz002044 sz002049 sz002129 sz002179 sz300122 sz300357 sz300395 sz300661 ,人福医药 重庆啤酒 中国巨石 万华化学 三友化工 华鲁恒升 杉杉股份 赤峰黄金 旗滨集团 璞泰来 TCL科技 分众传媒 美年健康 紫光国微 中环股份 中航光电 智飞生物 我武生物 菲利华 圣邦股份 ,0.9532665490699337
2021-10-29,20,sh600019 sh600110 sh600160 sh600176 sh600309 sh600409 sh600426 sh600809 sh601899 sz000063 sz000629 sz002027 sz002044 sz002049 sz002129 sz002179 sz002430 sz002460 sz300122 sz300357 ,宝钢股份 诺德股份 巨化股份 中国巨石 万华化学 三友化工 华鲁恒升 山西汾酒 紫金矿业 中兴通讯 攀钢钒钛 分众传媒 美年健康 紫光国微 中环股份 中航光电 杭氧股份 赣锋锂业 智飞生物 我武生物 ,0.7928120229574762
2022-04-29,20,sh600160 sh600188 sh600426 sh600438 sh600486 sh600711 sh600809 sh600988 sz000629 sz000661 sz002027 sz002044 sz002049 sz002223 sz002460 sz002597 sz300357 sz300628 sz300776 sz300832 ,巨化股份 兖矿能源 华鲁恒升 通威股份 扬农化工 盛屯矿业 山西汾酒 赤峰黄金 攀钢钒钛 长春高新 分众传媒 美年健康 紫光国微 鱼跃医疗 赣锋锂业 金禾实业 我武生物 亿联网络 帝尔激光 新产业 ,1.1690999496255294
2022-08-31,20,sh600160 sh600188 sh600233 sh600438 sh600486 sh600711 sh688188 sz000629 sz000630 sz000661 sz000895 sz002027 sz002223 sz002460 sz002832 sz300327 sz300357 sz300628 sz300776 sz300832 ,巨化股份 兖矿能源 圆通速递 通威股份 扬农化工 盛屯矿业 柏楚电子 攀钢钒钛 铜陵有色 长春高新 双汇发展 分众传媒 鱼跃医疗 赣锋锂业 比音勒芬 中颖电子 我武生物 亿联网络 帝尔激光 新产业 ,0.9346725358240896
2022-10-31,20,sh600160 sh600188 sh600233 sh600438 sh600486 sh600711 sh601088 sh603129 sh688188 sz000629 sz000983 sz002027 sz002410 sz002460 sz002832 sz300357 sz300438 sz300496 sz300628 sz300832 ,巨化股份 兖矿能源 圆通速递 通威股份 扬农化工 盛屯矿业 中国神华 春风动力 柏楚电子 钒钛股份 山西焦煤 分众传媒 广联达 赣锋锂业 比音勒芬 我武生物 鹏辉能源 中科创达 亿联网络 新产业 ,0.9997854941728687
2023-04-28,20,sh600153 sh600188 sh600438 sh601699 sh603129 sh605499 sh688036 sz000063 sz000938 sz002027 sz002223 sz002236 sz002444 sz002594 sz002690 sz002832 sz300316 sz300358 sz300487 sz300496 ,建发股份 兖矿能源 通威股份 潞安环能 春风动力 东鹏饮料 传音控股 中兴通讯 紫光股份 分众传媒 鱼跃医疗 大华股份 巨星科技 比亚迪 美亚光电 比音勒芬 晶盛机电 楚天科技 蓝晓科技 中科创达 ,0.9757476229975308
